word,sentence,answer,user_language,definition_fr,etymology,tense
rythme,La musique a un _____ rapide qui me fait danser.,rythme,rythme,Le rythme est la succession régulière de temps forts et de temps faibles dans la musique ou dans n'importe quel mouvement. C'est ce qui donne de la cadence et de la structure à un morceau musical ou à une action.,"Du grec ancien ῥυθμός (rhuthmós, « flux, mouvement »), passé par le latin rhythmus.",présent
règle,Ma mère _____ toujours que je fasse mes devoirs avant de jouer.,règle,règle,"Une prescription, une directive ou une loi qu'on doit suivre. C'est aussi un instrument plat utilisé pour tracer des lignes droites.","Du latin regula, dérivé de regere (diriger, conduire).",présent
réaction,La _____ des chimistes face à ce résultat inattendu a été très positive.,réaction,réaction,"La réaction est la manière dont une personne ou une chose répond à un stimulus, un événement ou une situation. C'est aussi un processus chimique ou physique qui se produit lorsque deux substances entrent en contact.","Du latin tardif reactio, dérivé de reagere (agir en retour), composé de re- (en arrière) et agere (agir).",présent
réaliser,Elle _____ son rêve de devenir architecte l'année dernière.,a réalisé,réaliser,"Accomplir, concrétiser quelque chose qu'on avait envisagé ou planifié. Faire en sorte qu'une idée, un projet ou un souhait devienne réalité.","Du latin 'realis' (relatif aux choses), dérivé de 'res' (chose). Le verbe 'réaliser' s'est développé au XVe siècle avec le sens de 'rendre réel'.",passé composé
réalité,La _____ est souvent différente de ce que nous imaginons.,réalité,réalité,"L'ensemble des faits, des choses qui existent véritablement, par opposition à ce qui est imaginé ou fictif. C'est ce qui est réel et concret dans le monde.","Du latin médiéval realitas, dérivé de realis (réel), lui-même issu de res (chose).",présent
récemment,Elle a vu son ami _____.,récemment,récemment,"Récemment signifie il n'y a pas longtemps, dans un passé proche. C'est un adverbe qui indique une action qui s'est produite peu de temps avant le moment présent.","Du latin recens (récent, frais) avec le suffixe adverbial -ment.",passé composé
récompense,Les enfants ont reçu une _____ pour leur bon comportement à l'école.,récompense,récompense,Un prix ou un avantage donné à quelqu'un en reconnaissance de son mérite ou de ses efforts. C'est une gratification offerte pour encourager ou remercier quelqu'un.,"Du latin récompensare, composé de re- (de nouveau) et compensare (compenser, équilibrer).",passé composé
récupérer,"Après l'accident, les pompiers _____ les blessés de la voiture.",ont récupéré,récupérer,Récupérer signifie reprendre possession de quelque chose ou sauver quelqu'un d'une situation difficile. C'est aussi retrouver quelque chose qu'on a perdu.,"Du latin recuperare, composé de re- (de nouveau) et cappa (cape, habit), littéralement « reprendre ».",passé composé
réel,Les problèmes _____ de cette entreprise sont difficiles à résoudre.,réels,réel,"Qui existe véritablement, qui est authentique et non imaginaire. Qui a une existence concrète et mesurable.","Du latin ""realis"", dérivé de ""res"" (chose).",présent
réellement,Elle n' _____ compris ce que le professeur expliquait pendant le cours.,a réellement,réellement,"De manière réelle, véritable, en vérité. C'est un adverbe qui exprime la réalité d'une action ou d'un état.","Du latin ""realis"" (relatif à la chose), dérivé de ""res"" (chose). Le suffixe ""-ment"" est un marqueur d'adverbe en français.",passé composé
réfléchir,Elle _____ attentivement avant de prendre une décision importante.,réfléchit,réfléchir,"Penser profondément à quelque chose, considérer attentivement une question. C'est l'action de mobiliser son esprit pour comprendre ou résoudre un problème.","Du latin reflectere (réfléchir, retourner), composé de re- (de nouveau) et flectere (fléchir, courber).",présent
région,Ma famille habite dans une _____ du sud de la France depuis dix ans.,région,région,"Une région est une division administrative d'un pays, caractérisée par des frontières géographiques et politiques. En France, les régions sont des collectivités territoriales qui regroupent plusieurs départements.","Du latin « regio, -onis » signifiant « direction, contrée, district »",présent
régler,Nous _____ la facture hier soir.,avons réglé,régler,Régler signifie payer une dette ou une somme d'argent due. C'est aussi ajuster ou mettre en ordre quelque chose selon une règle ou un principe.,"Du latin regulare, dérivé de regula (règle, baguette droite).",passé composé
réparer,Ma mère _____ la vieille lampe qui ne fonctionne plus.,va réparer,réparer,Réparer signifie arranger ou remettre en état quelque chose qui est cassé ou endommagé. C'est restaurer le fonctionnement normal d'un objet.,"From Old French reparer, from Latin reparare (re- 'again' + parare 'to prepare, make ready')",futur proche
répond,"Quand le professeur pose une question, Marie _____ toujours avec enthousiasme.",répond,répond,Réagir à une question ou à une interpellation en donnant une réponse. C'est l'action de fournir une réponse verbale ou écrite.,"Du latin respondere, composé de re- (en retour) et spondere (promettre, s'engager).",présent
répondre,Ma mère _____ toujours aux emails le jour même.,répond,répondre,"Répondre signifie donner une réaction ou une answer à une question, une demande ou un message. C'est aussi l'action de revenir avec une communication écrite ou orale.","Du latin respondere, composé de re- (en retour) et spondere (promettre, s'engager).",présent
réponse,Elle attend toujours une _____ de son professeur avant de commencer l'examen.,réponse,réponse,Une réponse est ce qu'on dit ou écrit en retour à une question ou à une demande. C'est la formulation d'une solution ou d'une explication donnée en réaction à quelque chose.,"Du latin « responsus », participe passé de « respondere » (répondre), composé de « re- » (à nouveau) et « spondere » (promettre, s'engager).",présent
réputation,L'entreprise a travaillé pendant des années pour construire une bonne _____.,réputation,réputation,L'opinion générale que les gens ont d'une personne ou d'une chose. C'est la manière dont quelqu'un ou quelque chose est perçu par le public.,"Du latin « reputatio » (réflexion, considération), dérivé de « reputare » (estimer, considérer).",passé composé
répéter,Les acteurs _____ leur dialogue avant la représentation.,répètent,répéter,Dire ou faire à nouveau la même chose plusieurs fois. C'est l'action de reproduire exactement ce qui a été dit ou fait précédemment.,"Du latin « repetere », composé de « re- » (de nouveau) et « petere » (chercher, aller vers).",présent
réseau,Ma mère travaille dans une grande entreprise et elle utilise le _____ informatique tous les jours pour communiquer avec ses collègues.,réseau,réseau,Un ensemble de personnes ou d'ordinateurs connectés entre eux pour échanger des informations. C'est aussi un système d'infrastructure reliant différents points.,"Du latin « retiaculum » (filet), diminutif de « rete » (filet, maille).",présent
réserve,Les animaux de la savane vont chercher de l'eau dans la _____ naturelle pendant la saison sèche.,réserve,réserve,Un espace protégé ou une zone naturelle où l'on conserve la faune et la flore. C'est aussi une quantité de quelque chose mise de côté pour l'utiliser plus tard.,"Du latin « reservata », participe passé féminin de « reservare » (garder, conserver), composé de « re- » (de nouveau) et « servare » (garder).",futur proche
résoudre,Les scientifiques _____ ce problème complexe depuis plusieurs années.,résolvent,résoudre,"Résoudre signifie trouver une solution à un problème, une difficulté ou une question. C'est aussi transformer quelque chose en ses éléments constitutifs.","Du latin resolvere (re- + solvere), signifiant 'détacher, délier, dissoudre'.",présent
résultat,"Après l'examen, les étudiants attendent le _____.",résultat,résultat,"Le résultat est l'issue, l'outcome ou la conclusion d'une action, d'un processus ou d'une expérience. C'est ce qui se produit à la fin ou ce qui est obtenu après un effort ou une tentative.","Du latin « resultatum », participe passé de « resultare » (rebondir, résulter), composé de « re- » (de nouveau) et « saltare » (sauter).",présent
réunion,La directrice a convoqué une _____ pour discuter des nouveaux projets.,réunion,réunion,Un rassemblement de personnes réunies dans un même lieu pour discuter ou décider de quelque chose. C'est une assemblée organisée dans un but professionnel ou social.,"Du latin « reunio », dérivé de « reunire » (réunir), composé de « re- » (de nouveau) et « unire » (unir).",passé composé
réussir,Elle _____ son examen de mathématiques la semaine dernière.,a réussi,réussir,"Accomplir avec succès une tâche, un projet ou un objectif. Obtenir un résultat positif dans une entreprise.","From Old French reussir, from re- + Old French ussir (to issue, go out), from Latin exire (to go out).",passé composé
réveiller,Ma mère _____ les enfants à 7 heures chaque matin.,réveille,réveiller,Faire cesser le sommeil de quelqu'un; tirer quelqu'un du sommeil. C'est une action courante le matin pour commencer la journée.,"Du latin *vigilare* (veiller), avec le préfixe *re-* exprimant l'idée de recommencer ou de retour à l'état précédent.",présent
réveillé,Ma mère _____ tôt ce matin pour préparer le petit-déjeuner.,s'est réveillée,réveillé,"Sortir du sommeil, cesser de dormir. C'est aussi l'état d'être conscient et actif après avoir dormi.","Du verbe latin 'vigilare' (veiller) avec le préfixe 're-' (de nouveau), formant 'réveiller' au sens de 'veiller de nouveau'.",passé composé
rêve,Elle _____ de devenir danseuse depuis son enfance.,rêve,rêve,"Désir, aspiration profonde d'accomplir quelque chose. État de conscience pendant le sommeil où l'imagination crée des images et des histoires.","From Old French reve, from Vulgar Latin *raiva, possibly of Germanic origin related to Old High German reva 'robbery, plunder'.",présent
rôle,"Dans cette pièce de théâtre, mon amie joue le _____ de la princesse.",rôle,rôle,"Personnage qu'un acteur ou une actrice incarne dans une pièce de théâtre, un film ou une représentation. Par extension, fonction ou place que quelqu'un occupe dans un groupe ou une situation.","Du latin « rotulus » signifiant « petit rouleau », car les textes des pièces de théâtre antiques étaient écrits sur des rouleaux de parchemin.",présent
sable,Les enfants construisaient un château sur le _____ à la plage.,sable,sable,"Substance granuleuse formée de petits grains minéraux, particulièrement abondante sur les plages et dans les déserts. Elle est utilisée dans la construction et pour les jeux des enfants.","Du latin sabulum, de même sens.",imparfait
sac,Elle a mis son _____ à l'école avant de partir au travail.,sac,sac,"Un sac est un objet portable, généralement fait de tissu, de cuir ou de plastique, utilisé pour transporter des objets. Il peut avoir des poignées et est utilisé au quotidien pour ranger et transporter des affaires.","Du latin saccus, emprunté au grec σάκκος (sakkos), lui-même d'origine sémitique.",passé composé
